record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type
PF-RD-00777,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-00777,Thambuttegama Relief Camp 777,8.284358,80.49649,761,202,74,665,6636,46,308,8.4,834,Good,Anuradhapura District Relief Warehouse,Medium,Low,Medium,High,High,No,None
PF-RD-00778,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-00778,Kattankudy Relief Camp 778,7.689399,81.762254,191,34,9,48,486,10,51,33.2,249,Limited,Batticaloa Pradeshiya Sabha Stores,High,High,High,High,Medium,No,None
PF-RD-00779,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-00779,Kattankudy Relief Camp 779,7.676139,81.755128,158,19,13,47,565,20,18,5.6,165,Good,Batticaloa Pradeshiya Sabha Stores,Medium,High,High,Medium,High,No,None
PF-RD-00780,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-00780,Pottuvil Relief Camp 780,7.297377,81.678293,342,54,45,406,1003,50,50,9.2,590,Good,Ampara DMC Coordination Centre,Medium,Low,High,Medium,High,No,None
PF-RD-00781,North Central,Anuradhapura,Medawachchiya,SZ-0049,Medawachchiya Central College Safe Zone,CAMP-00781,Medawachchiya Relief Camp 781,8.399968,80.388373,316,52,34,96,1560,14,108,4.7,238,Limited,Anuradhapura Pradeshiya Sabha Stores,High,High,High,High,Low,No,None
PF-RD-00782,Eastern,Trincomalee,Kinniya,SZ-0039,Kinniya Divisional Secretariat Hall Safe Zone,CAMP-00782,Kinniya Relief Camp 782,8.638576,81.274781,672,141,89,303,5735,46,216,20.5,1404,Good,Trincomalee GN Division Collection Hub,Medium,Medium,Medium,High,Medium,No,None
PF-RD-00783,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-00783,Kattankudy Relief Camp 783,7.681993,81.754564,485,75,72,267,9560,112,164,6.8,509,Good,Batticaloa Pradeshiya Sabha Stores,Low,Medium,Low,Medium,Medium,No,None
PF-RD-00784,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-00784,Ruwanwella Relief Camp 784,7.249308,80.290554,718,152,93,603,9504,134,280,3.3,909,Good,Kegalle District Secretariat Stores,Medium,Medium,Low,Medium,High,No,None
PF-RD-00785,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-00785,Elpitiya Relief Camp 785,6.049366,80.149113,133,30,22,173,369,6,19,4.4,202,Good,Galle Pradeshiya Sabha Stores,Medium,Low,High,High,High,No,None
PF-RD-00786,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-00786,Kinniya Relief Camp 786,8.578583,81.27721,121,14,6,52,1289,5,30,9.6,130,Good,Trincomalee District Secretariat Stores,Medium,High,Medium,High,Medium,No,None
PF-RD-00787,Central,Kandy,Teldeniya,SZ-0043,Teldeniya Maha Vidyalaya Safe Zone,CAMP-00787,Teldeniya Relief Camp 787,7.272997,80.626656,422,133,51,337,4991,18,185,40.0,748,Good,Kandy Pradeshiya Sabha Stores,Medium,Medium,Medium,High,Medium,No,None
PF-RD-00788,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-00788,Pachchilaipalli Relief Camp 788,9.385463,80.370458,713,176,21,301,1644,71,286,25.0,943,Limited,Kilinochchi District Secretariat Stores,High,High,High,Medium,High,No,None
PF-RD-00789,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-00789,Kegalle Relief Camp 789,7.32091,80.296174,927,209,50,749,4496,57,65,5.0,1966,Good,Kegalle District Relief Warehouse,Medium,Medium,High,High,High,No,None
PF-RD-00790,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-00790,Kolonnawa Relief Camp 790,6.872682,79.79971,402,29,68,343,7245,64,94,6.8,871,Good,Colombo District Relief Warehouse,Low,Low,Low,Low,Medium,No,None
PF-RD-00791,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-00791,Negombo Relief Camp 791,7.134325,80.015726,737,128,39,923,13671,117,66,4.7,1074,Good,Gampaha District Secretariat Stores,Low,Low,Low,Low,High,No,None
PF-RD-00792,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-00792,Karainagar Relief Camp 792,9.697039,79.986235,173,45,7,147,2786,26,72,7.1,369,Good,Jaffna District Relief Warehouse,Low,Medium,Low,Medium,Low,No,None
PF-RD-00793,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-00793,Deniyaya Relief Camp 793,5.882101,80.572841,623,72,82,140,8617,116,93,10.7,553,Good,Matara Army Relief Point,Medium,High,Low,Low,High,No,None
PF-RD-00794,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-00794,Manthai East Relief Camp 794,9.221933,80.755166,496,50,54,262,7265,93,79,3.4,966,Good,Mullaitivu GN Division Collection Hub,Low,Medium,Low,Low,High,No,None
PF-RD-00795,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-00795,Vavuniya South Relief Camp 795,8.813018,80.453697,245,63,40,293,4662,42,26,3.2,281,Good,Vavuniya GN Division Collection Hub,Low,Low,Low,Medium,High,No,None
PF-RD-00796,North Central,Polonnaruwa,Lankapura,SZ-0053,Lankapura Community Hall Safe Zone,CAMP-00796,Lankapura Relief Camp 796,7.933113,80.955577,293,72,39,365,3963,18,128,8.1,436,Good,Polonnaruwa District Relief Warehouse,Low,Low,Low,High,Low,No,None
PF-RD-00797,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-00797,Ruwanwella Relief Camp 797,7.245449,80.283369,137,42,21,90,2657,14,43,3.8,196,Good,Kegalle District Secretariat Stores,Medium,Medium,Low,High,Medium,No,None
PF-RD-00798,Northern,Mannar,Nanaddan,SZ-0027,Nanaddan Sports Complex Safe Zone,CAMP-00798,Nanaddan Relief Camp 798,8.979621,79.890884,167,30,19,131,1593,8,58,4.8,359,Good,Mannar GN Division Collection Hub,Medium,Medium,Medium,High,Low,No,None
PF-RD-00799,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-00799,Akkaraipattu Relief Camp 799,7.375055,81.693873,293,36,47,320,5392,13,131,8.0,355,Good,Ampara GN Division Collection Hub,Low,Low,Low,High,Low,No,None
PF-RD-00800,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-00800,Akkaraipattu Relief Camp 800,7.315071,81.649007,460,133,48,356,1113,104,177,4.3,877,Good,Ampara District Secretariat Stores,Medium,Medium,High,Medium,Medium,No,None
PF-RD-00801,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-00801,Chavakachcheri Relief Camp 801,9.577102,79.974011,466,68,43,291,7196,27,188,5.6,849,Good,Jaffna DMC Coordination Centre,Medium,Medium,Low,High,Medium,No,None
PF-RD-00802,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-00802,Negombo Relief Camp 802,7.126885,80.020828,216,80,12,209,2842,47,83,17.1,303,Limited,Gampaha District Secretariat Stores,Low,Low,Low,Medium,Low,No,None
PF-RD-00803,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-00803,Kegalle Relief Camp 803,7.305274,80.29915,86,24,15,82,1165,18,10,10.1,103,Good,Kegalle District Relief Warehouse,Medium,Low,Low,High,High,No,None
PF-RD-00804,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-00804,Homagama Relief Camp 804,6.945555,79.838185,1053,195,94,1135,3223,166,357,3.2,2306,Good,Colombo Pradeshiya Sabha Stores,Medium,Low,High,Low,High,No,None
PF-RD-00805,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-00805,Bandaragama Relief Camp 805,6.610203,79.957152,94,28,8,58,1359,18,32,1.6,146,Good,Kalutara District Relief Warehouse,Low,Medium,Low,Medium,Medium,No,None
PF-RD-00806,Northern,Kilinochchi,Poonakary,SZ-0024,Poonakary Divisional Secretariat Hall Safe Zone,CAMP-00806,Poonakary Relief Camp 806,9.328123,80.384929,133,27,14,108,1683,23,59,24.1,143,Good,Kilinochchi Army Relief Point,Medium,Medium,Medium,Medium,Low,No,None
PF-RD-00807,Northern,Mullaitivu,Maritimepattu,SZ-0029,Maritimepattu Sports Complex Safe Zone,CAMP-00807,Maritimepattu Relief Camp 807,9.292715,80.825084,247,55,38,307,2498,26,89,6.2,448,Good,Mullaitivu District Relief Warehouse,Low,Low,Medium,Medium,Low,No,None
PF-RD-00808,North Central,Polonnaruwa,Lankapura,SZ-0053,Lankapura Community Hall Safe Zone,CAMP-00808,Lankapura Relief Camp 808,7.928777,80.959289,310,50,33,299,5211,55,99,6.0,574,Good,Polonnaruwa District Relief Warehouse,Low,Low,Low,Low,Medium,No,None
PF-RD-00809,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-00809,Chilaw Relief Camp 809,8.036374,79.815756,273,43,34,237,1251,25,25,20.1,486,Limited,Puttalam DMC Coordination Centre,Medium,Low,High,Medium,High,No,None
PF-RD-00810,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-00810,Kurunegala Relief Camp 810,7.480951,80.365726,669,52,81,141,4840,86,194,7.5,882,Good,Kurunegala DMC Coordination Centre,Medium,High,Medium,Medium,Medium,No,None
PF-RD-00811,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-00811,Negombo Relief Camp 811,7.13465,80.022311,197,21,18,42,1850,27,94,9.0,334,Good,Gampaha District Secretariat Stores,Low,High,Medium,Low,Low,No,None
PF-RD-00812,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-00812,Tangalle Relief Camp 812,6.236726,81.149171,65,5,7,53,619,9,22,2.6,86,Limited,Hambantota GN Division Collection Hub,Low,Medium,Medium,Low,Low,No,None
PF-RD-00813,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-00813,Wattala Relief Camp 813,7.061306,79.307724,343,59,25,387,6541,24,63,1.9,589,Good,Gampaha DMC Coordination Centre,Low,Low,Low,High,Medium,Yes,coordinate_typo
PF-RD-00814,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-00814,Chavakachcheri Relief Camp 814,9.644678,80.104052,112,15,13,138,457,13,42,5.5,154,Good,Jaffna District Secretariat Stores,Low,Low,High,Medium,Low,No,None
PF-RD-00815,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-00815,Ratnapura Relief Camp 815,6.607429,80.39626,485,107,44,481,9808,33,86,2.5,829,Good,Ratnapura Army Relief Point,Low,Low,Low,High,Medium,No,None
PF-RD-00816,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-00816,Ratnapura Relief Camp 816,6.595334,80.409064,203,54,26,136,1766,4,17,4.5,171,Blocked,Ratnapura Army Relief Point,High,Medium,Medium,High,High,No,None
PF-RD-00817,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-00817,Akkaraipattu Relief Camp 817,7.41849,81.704131,183,26,16,62,2810,9,47,24.5,315,Limited,Ampara GN Division Collection Hub,Medium,High,Low,High,Medium,No,None
PF-RD-00818,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-00818,Chavakachcheri Relief Camp 818,9.574563,79.978262,150,32,29,67,2558,26,24,7.7,132,Good,Jaffna DMC Coordination Centre,Medium,High,Low,Medium,High,No,None
PF-RD-00819,North Western,Kurunegala,Kuliyapitiya,SZ-0056,Kuliyapitiya Central College Safe Zone,CAMP-00819,Kuliyapitiya Relief Camp 819,7.492179,80.355895,324,110,62,244,3336,84,107,18.5,294,Good,Kurunegala District Relief Warehouse,Medium,Medium,Medium,High,Medium,No,None
PF-RD-00820,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-00820,Akkaraipattu Relief Camp 820,7.389093,81.683296,337,31,10,37,2759,32,70,5.3,495,Blocked,Ampara GN Division Collection Hub,Medium,High,Medium,Medium,Medium,No,None
PF-RD-00821,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-00821,Homagama Relief Camp 821,6.949965,79.849201,349,77,52,102,7041,66,129,3.8,548,Good,Colombo Pradeshiya Sabha Stores,Low,High,Low,Medium,Low,No,None
PF-RD-00822,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-00822,Kolonnawa Relief Camp 822,6.985302,79.820341,191,46,7,,2072,5,22,15.7,397,Blocked,Colombo District Relief Warehouse,High,High,Medium,High,High,Yes,missing_resource_value
PF-RD-00823,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-00823,Vavuniya Relief Camp 823,8.826014,80.497658,149,24,17,56,1148,17,22,3.0,326,Good,Vavuniya GN Division Collection Hub,Medium,High,Medium,Medium,High,No,None
PF-RD-00824,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-00824,Musali Relief Camp 824,9.02005,79.819301,407,77,12,184,1865,57,161,12.3,853,Limited,Mannar District Relief Warehouse,Medium,Medium,High,Low,Medium,No,None
PF-RD-00825,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-00825,Manthai East Relief Camp 825,9.214175,80.764579,709,197,49,173,3071,135,97,6.5,917,Good,Mullaitivu GN Division Collection Hub,Medium,High,High,Medium,High,No,None
PF-RD-00826,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-00826,Anamaduwa Relief Camp 826,7.971991,79.853944,458,112,56,478,5815,52,59,6.8,969,Good,Puttalam GN Division Collection Hub,Medium,Low,Medium,Medium,High,No,None
PF-RD-00827,Central,Nuwara Eliya,Kotmale,SZ-0047,Kotmale Community Hall Safe Zone,CAMP-00827,Kotmale Relief Camp 827,6.949601,80.827984,720,235,70,514,6887,22,102,25.8,1517,Blocked,Nuwara Eliya Army Relief Point,High,Medium,Medium,High,High,No,None
PF-RD-00828,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-00828,Chilaw Relief Camp 828,8.049745,79.814351,108,37,18,94,1054,4,15,6.7,119,Limited,Puttalam DMC Coordination Centre,Medium,Low,Medium,High,High,No,None
PF-RD-00829,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-00829,Kolonnawa Relief Camp 829,6.994489,79.818474,299,55,28,327,2672,11,40,1.5,640,Good,Colombo District Relief Warehouse,Medium,Low,Medium,High,High,No,None
PF-RD-00830,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-00830,Akurana Relief Camp 830,7.22263,80.707562,373,78,59,424,6694,38,33,12.6,404,Good,Kandy GN Division Collection Hub,Low,Low,Low,Medium,High,No,None
PF-RD-00831,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-00831,Kurunegala Relief Camp 831,7.486669,80.350382,444,146,57,502,4640,98,163,21.7,654,Good,Kurunegala DMC Coordination Centre,Medium,Low,Medium,High,Medium,No,None
PF-RD-00832,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-00832,Pottuvil Relief Camp 832,7.298698,81.679473,307,85,21,262,4330,67,59,4.5,468,Good,Ampara DMC Coordination Centre,Low,Low,Low,Medium,Medium,No,None
PF-RD-00833,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-00833,Kantale Relief Camp 833,8.648605,81.176517,109,21,16,95,1795,22,23,32.2,172,Good,Trincomalee DMC Coordination Centre,Low,Low,Low,Medium,Medium,No,None
PF-RD-00834,Southern,Hambantota,Tissamaharama,SZ-0019,Tissamaharama Public Ground Safe Zone,CAMP-00834,Tissamaharama Relief Camp 834,6.093859,81.078412,89,26,3,85,494,9,32,14.9,86,Limited,Hambantota GN Division Collection Hub,Medium,Low,High,Medium,Low,No,None
PF-RD-00835,Northern,Mannar,Nanaddan,SZ-0027,Nanaddan Sports Complex Safe Zone,CAMP-00835,Nanaddan Relief Camp 835,8.993422,79.891138,639,185,70,,5686,136,273,25.8,1036,Limited,Mannar GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,Yes,missing_resource_value
PF-RD-00836,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-00836,Wattala Relief Camp 836,7.053641,80.001286,199,48,31,222,2217,14,57,8.3,384,Good,Gampaha DMC Coordination Centre,Medium,Low,Medium,High,Medium,No,None
PF-RD-00837,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-00837,Kolonnawa Relief Camp 837,6.986994,79.823977,476,80,61,558,7644,32,116,6.8,1044,Good,Colombo District Relief Warehouse,Low,Low,Low,High,Medium,No,None
PF-RD-00838,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-00838,Balangoda Relief Camp 838,6.755855,80.431393,36,6,5,14,631,2,4,5.1,57,Good,Ratnapura District Secretariat Stores,Medium,High,Low,High,High,No,None
PF-RD-00839,Northern,Mullaitivu,Maritimepattu,SZ-0029,Maritimepattu Sports Complex Safe Zone,CAMP-00839,Maritimepattu Relief Camp 839,9.253474,80.833491,290,23,9,278,648,21,44,4.0,555,Limited,Mullaitivu District Relief Warehouse,Medium,Low,High,Medium,High,No,None
PF-RD-00840,Northern,Kilinochchi,Poonakary,SZ-0024,Poonakary Divisional Secretariat Hall Safe Zone,CAMP-00840,Poonakary Relief Camp 840,9.355745,80.370206,1070,356,119,526,3952,52,60,3.5,1579,Blocked,Kilinochchi Army Relief Point,High,Medium,High,High,High,No,None
PF-RD-00841,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-00841,Anamaduwa Relief Camp 841,7.944403,79.857759,154,27,16,66,1500,17,25,2.8,179,Blocked,Puttalam GN Division Collection Hub,Medium,High,Medium,Medium,High,No,None
PF-RD-00842,Southern,Hambantota,Tissamaharama,SZ-0019,Tissamaharama Public Ground Safe Zone,CAMP-00842,Tissamaharama Relief Camp 842,6.093383,81.075197,79,17,11,26,572,11,8,40.0,85,Good,Hambantota GN Division Collection Hub,Medium,High,Medium,Medium,High,No,None
PF-RD-00843,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-00843,Manmunai North Relief Camp 843,7.752465,81.737467,297,73,40,176,4158,8,101,15.5,542,Limited,Batticaloa District Secretariat Stores,Medium,Medium,Low,High,Medium,No,None
PF-RD-00844,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-00844,Galle Four Gravets Relief Camp 844,6.054354,80.275278,592,85,55,428,2465,109,216,9.8,894,Limited,Galle Army Relief Point,Medium,Medium,High,Low,Medium,No,None
PF-RD-00845,North Central,Polonnaruwa,Lankapura,SZ-0053,Lankapura Community Hall Safe Zone,CAMP-00845,Lankapura Relief Camp 845,7.939037,80.95552,99,19,13,47,716,19,7,9.9,199,Limited,Polonnaruwa District Relief Warehouse,Medium,Medium,Medium,Medium,High,No,None
PF-RD-00846,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-00846,Wattala Relief Camp 846,7.053802,79.998634,285,68,41,118,4585,16,74,1.8,509,Good,Gampaha DMC Coordination Centre,Medium,High,Low,High,Medium,No,None
PF-RD-00847,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-00847,Kurunegala Relief Camp 847,7.502533,80.367908,695,81,67,197,3640,90,323,7.0,799,Good,Kurunegala DMC Coordination Centre,Medium,High,High,Medium,Medium,No,None
PF-RD-00848,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-00848,Bandaragama Relief Camp 848,6.58734,79.98058,237,46,31,115,1399,26,54,6.7,424,Blocked,Kalutara District Relief Warehouse,Medium,Medium,High,Medium,Medium,No,None
PF-RD-00849,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-00849,Hingurakgoda Relief Camp 849,7.953124,81.003107,348,57,56,210,2710,38,58,2.2,641,Limited,Polonnaruwa DMC Coordination Centre,Medium,Medium,Medium,Medium,High,No,None
PF-RD-00850,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-00850,Hikkaduwa Relief Camp 850,6.036975,80.269187,1136,276,124,682,9223,65,359,5.3,1596,Limited,Galle DMC Coordination Centre,Medium,Medium,Medium,High,High,No,None
PF-RD-00851,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-00851,Kinniya Relief Camp 851,8.572081,81.291306,236,47,7,131,4681,9,88,1.9,269,Good,Trincomalee District Secretariat Stores,Low,Medium,Low,High,Low,No,None
PF-RD-00852,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-00852,Batticaloa Relief Camp 852,7.659926,81.732523,219,41,19,140,2760,42,93,4.1,357,Good,Batticaloa District Relief Warehouse,Low,Medium,Medium,Low,Low,No,None
PF-RD-00853,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-00853,Horana Relief Camp 853,6.499735,80.053051,183,10,6,236,1509,20,15,3.9,361,Good,Kalutara GN Division Collection Hub,Medium,Low,Medium,Medium,High,No,None
PF-RD-00854,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-00854,Hingurakgoda Relief Camp 854,7.920273,81.003773,174,44,28,48,3434,17,34,3.9,374,Good,Polonnaruwa DMC Coordination Centre,Medium,High,Low,Medium,Medium,No,None
PF-RD-00855,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-00855,Galle Four Gravets Relief Camp 855,6.045586,80.264971,89,24,9,91,438,9,6,9.7,114,Limited,Galle Army Relief Point,Medium,Low,High,Medium,High,No,None
PF-RD-00856,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-00856,Manmunai North Relief Camp 856,7.735016,81.727229,52,14,6,36,753,12,25,5.2,78,Good,Batticaloa District Secretariat Stores,Low,Medium,Low,Medium,Low,No,None
PF-RD-00857,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-00857,Ratnapura Relief Camp 857,6.612701,80.377286,50,16,7,32,1012,9,18,3.2,103,Good,Ratnapura Army Relief Point,Medium,Medium,Low,High,Low,No,None
PF-RD-00858,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-00858,Akkaraipattu Relief Camp 858,7.320045,81.653825,327,75,45,102,3611,42,91,10.2,564,Blocked,Ampara District Secretariat Stores,Medium,High,Medium,Medium,Medium,No,None
PF-RD-00859,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-00859,Kinniya Relief Camp 859,8.578547,81.280253,629,120,99,288,6310,30,36,11.1,1084,Limited,Trincomalee District Secretariat Stores,Medium,Medium,Medium,High,High,No,None
PF-RD-00860,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-00860,Wattala Relief Camp 860,7.060749,79.955117,209,41,31,131,925,14,38,17.4,261,Blocked,Gampaha District Relief Warehouse,High,Medium,High,High,Medium,No,None
